text,label
 今日头条保证“人人有所获得”的前提下，一直考虑给那些专注于原创、优质内容的创作者更多回报。据今日头条高级副总裁赵添介绍，“截至目前，开通‘原创’功能的账号已达到1万个，这些作者获得的收入分成每月超过1000万元”。针对最优质的内容创作者的特别收入计划——“千人万?全文,0
 今天，在北京民生现代美术馆，我们把30万头条号创作者中1500位代表请到了一起。本次大会安排了20 场重量级嘉宾演讲和 1 场文娱产业内容创业圆桌论坛。大会即将开始，快来参与 话题讨论，聊聊你对头条号、创作者和内容创业的看法吧！,0
 今天，在北京民生现代美术馆，我们把30万头条号创作者中1500位代表请到了一起。本次大会安排了20 场重量级嘉宾演讲和 1 场文娱产业内容创业圆桌论坛。大会即将开始，快来参与 话题讨论，聊聊你对头条号、创作者和内容创业的看法吧！,0
 莱克传媒创始人陈蓉妍 认为，对于内容创业者而言，顶级意味着一切，只有这样，内容才有价值和变现的意义：“假如我们没有做出某一个垂直领域或者某一个领域的头部的顶级的产品，所有的一切都是不值钱的。”直播地址：,0
 偶像计划 CEO何怡为各位内容创业者带来了“网红和粉丝经济”的主题分享。何怡认为，网红变现，主要有四个维度：电商、媒体、礼物和金融，“在网红这个产业里面，我们想去发掘的第四个商业的维度是网红金融”。直播地址：,0
 为了让优质创作获得更好的回报，今日头条将用智能的方式帮助创作者们获取更多的商业收益。赵添表示，头条号平台推出了在文章中插入商品链接的功能，这项功能将支持淘宝、天猫、京东、有赞、微店等多家电商平台的货架，目前处于测试使用阶段，接下来会向更大范围的原创头条号开放?全文,0
 现在登场的是畅销书《认知盈余》作者、美国互联网思想家 Clay Shirky （克莱·舍基），他分享的主题是人工智能和大数据技术为世界带来的影响。Clay认为，处理数据的方式不仅改变了人类生活一些大方面的应用，同时也对人类的基本行为产生了重要影响。,0
 新世相 创始人张伟，和大家分享了“内容创业下半场：如何获取用户流量”。张伟认为，“内容唤起读者行动”非常重要：“纯粹的媒体式的内容是不够的，尤其作为一个创业公司来说，如果想做一个公司长期存在下去，内容一定要有一个特质，要能唤起行动。”直播地址：?全文,0
 一条副总裁范致行 为大家带来了“机器与人共同进化”的主题演讲。范致行认为，在内容创业的大背景下，人所起到的作用是从零到1，讲一个故事，而机器起到的作用是产生从1到1千万一个亿一百个亿、一万个亿的海量数据，“当我看到一条在头条的播放数据的时候，我说这就是今日头条?全文,0
 娱乐资本论 创始人郑道森分享了他的故事，并和各位内容创业者共勉：“整个传统媒体都在颠覆、衰落的前提下，像我和我合伙人这样的媒体人都是在绝望中寻找希望的一次生机之旅。如何在数千万个自媒体脱颖而出，‘媒体+金融’可能是娱乐资本在探索的方向。”直播地址：?全文,0
 张一鸣首先分享了头条号关于“给内容创作者更好的回报”这一承诺的兑现情况。如今，头条号平台单月月分成达到3000万（不含媒体版权合作）。每月有超过5万个头条号获得收入，其中有1020位创作者，每月在头条号上获得超过1万元，“头条号是目前对内容创作者投入最多的平台，没有之?全文,0
 重！大！利！好！张一鸣宣布，未来12个月，今日头条将拿出至少10亿人民币，分给头条号上的短视频创作者，“这不是慷慨，不是土豪，这只是个开始，是给认真的内容创作者的合理回报”。今日头条期待头条号平台成为短视频创作者的不二之选。,0
#2017春运来了# [话筒]春运首日火车票明日开售 转存这份抢票攻略！ ，,0
#2017年春运来了# 姿势准备好！今天下午两点起抢元旦放假的票！[群体围观] ，2017年春运从1月13日至2月21日，是近5年来开始时间最早的春运。目前火车票30天预售期，①今天14时起可购元旦小长假第一天（2016年12月31日）火车票；②12月29日可购除夕当天（2017年1月27日）火车票。戳↓收好不谢！（央视）,0
#6亿头条用户眼中的感恩节#感恩节是美国的传统节日，也是合家欢聚，吃火鸡的节日。国人眼中的感恩节是什么？今日头条媒体实验室大数据显示，国人阅读中的感恩节，与“美元”、“游戏”、“投资者”、“手机”、“金融”最相关，投资者希望股市在感恩节之后分红，消费者希望手机在感恩节酬宾，玩家们则?全文,0
#iphone6s异常关机# 苹果回应“关机门”：将给问题手机更换电池[围观] ，之前，不少iPhone用户反映手机还有20%到50%的电量就自动关机了，中消协随后介入。近日苹果公司作出回应，称正与美国公司总部沟通，就产品问题做出技术判断。对于目前部分已投诉的iPhone用户，苹果公司承诺将为其更换电池。,0
#iphone6s异常关机# 苹果问题电池可更换:仅限2015年9至10月之间生产[话筒] ，苹果公司官网20日回应，已确认有少数iPhone6s设备可能会意外关机。如果用户遇到了这类问题，请前往任意一家Apple Store零售店或Apple授权服务提供商。技术人员会确认是否符合免费更换电池的条件。更换流程戳图↓↓扩散周知！,0
#MH370# 澳方公布MH370最新报告：飞机坠海时无人控制 ，澳大利亚交通安全局2日发布有关MH370搜寻的最新报告，称在飞机坠入海中时，处于无人控制的状态。分析显示，飞机在其最后时刻的状态符合“高速下降并且持续增速”，且飞机襟翼在飞机坠毁时可能并未展开。 澳方公布MH370最新报告：飞机坠海时无人控制,0
 见过男神，没见过又帅又暖又会唱歌的男神。感谢周柏豪的歌，带给我们满满的安全感。头条奥运倒计时92天，今日开屏明星周柏豪Pakho ，“不去闯，一切都是妄想。”来今日头条，了解更多关于周柏豪的独家资讯。,0
 他是《千山暮雪》里的的莫绍谦，他是《柠檬初上》里的左再骏，他是刘恺威，他觉得能把演戏当做职业是一件很幸运的事。头条奥运倒计时89天，今日开屏明星刘恺威 ，“让梦想扬威。”来今日头条，了解更多关于刘恺威的独家资讯。,0
 他是《永不瞑目》里的肖童，他是《少年包青天2》里的包拯，他是陆毅，有些角色并不抢眼，但经过他的诠释令人记忆犹新。头条奥运倒计时86天，今日开屏明星陆毅 ，“你不是单打独斗。”来今日头条，了解更多关于陆毅的独家资讯。,0
 他是北京国安队球员，他是“救主狂魔”，他是于大宝。他在绿茵场上驰骋，多次上演单骑救主的奇迹，踢出制胜一球。头条奥运倒计时87天，今日开屏明星于大宝Alex ，“幸运是努力后发出的光。”来今日头条，了解更多关于于大宝的独家资讯。,0
 他是联合国和平大使，他是国际著名钢琴家，他的名字早已超越古典音乐的范畴，他是郎朗。头条奥运倒计时91天，今日开屏明星郎朗 ，“凯旋之音，郎朗上口。”来今日头条，了解更多关于郎朗的独家资讯。,0
 他是深情款款的情歌王子，他的歌声清澈而明亮，总能打动你心中柔软的地方。他是张信哲，音乐对他来说是一种信仰。头条奥运倒计时90天，今日开屏明星張信哲JeffChang ，“热爱，是一种信仰。”来今日头条，了解更多关于张信哲的独家资讯。,0
 足球场上，他奋力奔跑，认真对待每一场比赛，他是蒂姆·卡希尔。无关胜负，他的人格魅力、职业精神和领袖气质是球迷们的财富。头条奥运倒计时85天，今日开屏明星TCAHILL17 ，“热血无国家。”来今日头条，了解更多关于卡希尔的独家资讯。,0
 出道15周年，经历的波折，多次哽咽，这对美丽的姐妹花依然牵手走过，也陪伴许多人从青涩蜕变到成熟。头条奥运倒计时78天，今日开屏明星蔡卓妍 鍾欣潼 “荣光背后，是双倍的汗水。”来今日头条，了解更多关于Twins的独家资讯。,0
 出身艺术世家，从小童星到“三科影后”，她是李小璐。清纯抑或妩媚，完美角色的演绎都离不开她的奋斗。头条奥运倒计时73天，今日开屏明星李小璐Super璐 ， “奋斗，没有终点。”来今日头条，了解更多关于李小璐的独家资讯。,0
 出战悉尼奥运会，她夺得田径金牌，她是王丽萍。退役后，她致力于公益，支持青少年田径。头条奥运倒计时54天，今日开屏明星王丽萍竞走运动员 ， “学会和挫折说，走着瞧。”来今日头条，了解更多关于王丽萍的独家资讯。,0
 风格多变，富有灵气，她是周冬雨。年纪轻，不代表没实力。头条奥运倒计时55天，今日开屏明星周冬雨 ， “出场要趁早！”来今日头条，了解更多关于周冬雨的独家资讯。周冬雨官方后援会,0
 富有灵气，将每一个角色演绎得淋漓尽致，她是张歆艺。外形靓丽，演技出众，她是实力派和偶像派的完美结合。头条奥运倒计时67天，今日开屏明星张歆艺 ， “和自己较劲，是门艺术。”来今日头条，了解更多关于张歆艺的独家资讯。,0
 歌艺精湛，嗓音独特，风衣走秀更是魅力十足，他是黄致列。炽烈的心，支撑他走到了现在。头条奥运倒计时71天，今日开屏明星黄致列HCY ， “炽烈的心，总会发光。”来今日头条，了解更多关于黄致列的独家资讯。,0
 会弹钢琴，会6门语言，然而他最为人所熟知的是赛车手的身份。他是首批参加一年双季赛的GP2车手，是F1历史上第一位华裔赛车手，代表国人闪耀在国际F1赛场。头条奥运倒计时81天，今日开屏明星董荷斌HoPinTung 来今日头条，了解更多关于董荷斌的独家资讯。?全文,0
 矜持中保持着张力，冷静中散发着魅力，他是杜淳。沉静踏实，从容坚定。头条奥运倒计时59天，今日开屏明星杜淳 ， “不放弃，就是你最大的强项。”来今日头条，了解更多关于杜淳的独家资讯。,0
 她的演技清新，气质清纯，她是杨子姗，她的表演总是张弛有度，甜美的笑容给观众留下深刻的印象。头条奥运倒计时13天，今日开屏明星杨子姗 ，“坚持追梦，直到天亮。”来今日头条，了解更多关于杨子姗的独家资讯。,0
 她的音域宽广，嗓音天生丽质，她是谭维维，她自如的演唱、灵动的歌声让人听众享受音乐之美。头条奥运倒计时14天，今日开屏明星谭维维 ， “‘维’有梦想，值得高唱。”来今日头条，了解更多关于谭维维的独家资讯。,0
 她风情万种， 演技娴熟，她是张雨绮，美貌之外，她敬业、努力、笃定。头条奥运倒计时4天，今日开屏明星张雨绮 ，“追梦从不怕张扬。”来今日头条，了解更多关于张雨绮的独家资讯。,0
 她开朗搞怪，又执着坚韧。她的曲风多变，声线出色。她是Ella，她的性格和她的歌一样迷人。头条奥运倒计时26天，今日开屏明星嘉桦ella ， “努力是唯一的神话。”来今日头条，了解更多关于Ella的独家资讯。,0
 她们不仅是新生代偶像的代表，更是一群青春漂亮、努力上进的女孩们。她们是SNH48，她们向粉丝传递梦想、汗水和坚持的价值。头条奥运倒计时23天，今日开屏明星SNH48 ， “永不放弃，让梦闪耀。”来今日头条，了解更多关于SNH48的独家资讯。,0
 她身材娇小、五官精致，身为世界体育冠军却有知性美。她是九球天后潘晓婷，台球生涯给她带来了沉稳与深思。头条奥运倒计时25天，今日开屏明星潘晓婷 ， “没有天生的天后。”来今日头条，了解更多关于潘晓婷的独家资讯。,0
 她是《北京爱情故事》里的沈冰，她是《宫锁心玉》里的年素言，她是佟丽娅，一位美丽、勤奋、刻苦、不言放弃的锡伯族姑娘。头条奥运倒计时8天，今日开屏明星佟丽娅 ，“越努力越幸运。”来今日头条，了解更多关于佟丽娅的独家资讯。,0
 她是《仙剑奇侠传三》里的龙葵，她是《步步惊心》里的若曦，她是刘诗诗，她说能接受各种挑战是演员的乐趣所在。头条奥运倒计时88天，今日开屏明星刘诗诗 ，“不奋起，枉青春。”来今日头条，了解更多关于刘诗诗的独家资讯。,0
 她是国民媳妇，也是双料影后，她是海清。坚持不懈，她用作品证明自己。头条奥运倒计时56天，今日开屏明星海清， “强大，不分男女。”来今日头条，了解更多关于海清的独家资讯。海清吧亲友团,0
 她是音乐的宠儿，是媒体盛誉的“电音女王”。她是尚雯婕，她是在音乐路上不断突破的歌者。头条奥运倒计时18天，今日开屏明星尚雯婕 ， “做最好的自己，做唯一的自己。”来今日头条，了解更多关于尚雯婕的独家资讯。,0
 她温柔端庄，纯粹如一，她是许晴，以低调的姿态游走在聚光灯外。头条奥运倒计时6天，今日开屏明星许晴随行笔记 ，“梦想够美，姿态才够飒爽。”来今日头条，了解更多关于许晴的独家资讯。,0
 她喜欢唱歌，她美妙的海豚音打动过无数颗青春的心。她是张靓颖，她一直在往前走，音乐是她唯一的坚持。头条奥运倒计时46天，今日开屏明星张靓颖 ， “脱颖而出，你最闪靓。”来今日头条，了解更多关于张靓颖的独家资讯。,0
 她勇猛、顽强，有大将之风，她是奥运跆拳道冠军吴静钰，她是一位了不起的女战士。头条奥运倒计时3天，今日开屏明星跆拳道吴静钰 ，“一拳一脚，拼出动静来。”来今日头条，了解更多关于吴静钰的独家资讯。,0
 她有少女的纯真，也有轻熟小女人的性感，既活泼顽皮又从容大气。她是袁姗姗，在演戏上她愿意像白纸一样认真努力。头条奥运倒计时33天，今日开屏明星袁姗姗 ， “不怕圆满姗姗来迟。”来今日头条，了解更多关于袁姗姗的独家资讯。,0
 外形俊朗，演技出众，他是贾乃亮。不断努力，他的荧幕形象深入人心。头条奥运倒计时60天，今日开屏明星贾乃亮 ， “挥洒汗水的你，更闪亮。”来今日头条，了解更多关于贾乃亮的独家资讯。,0
 阳光帅气，气质迷人，他是陈学冬。甜美娇俏，性格率真，她是欧阳娜娜。头条奥运倒计时68天，今日开屏明星陈学冬 歐陽娜娜Nana  ， “汗迹，是你的时尚印迹。”来今日头条，了解更多关于陈学冬和欧阳娜娜的独家资讯。,0
 一次次突破自我，他用风格迥异的表演赢得了认可，他是段奕宏。宠辱不惊，勤勤恳恳，他用表演为作品加分。头条奥运倒计时74天，今日开屏明星段奕宏 ， “谁都可以有，宏大的梦想。”来今日头条，了解更多关于段奕宏的独家资讯。,0
 音色特别，唱腔迷幻，他是林宥嘉。曲风多元，既有深情演绎，也有活力四射。头条奥运倒计时49天，今日开屏明星林宥嘉YogaLin ， “我永远不会对梦想说谎。”来今日头条，了解更多关于林宥嘉的独家资讯。,0
 幽默而稳重，率真而机智，他是刘昊然。未经打磨的璞玉气质，让他饰演的角色拥有一种天然的魅力。头条奥运倒计时66天，今日开屏明星刘昊然turbo ， “年轻的心，好燃！”来今日头条，了解更多关于刘昊然的独家资讯。,0
 有人评论她“20年高颜值不变”，不变的还有她的坚定和果断，她是俞飞鸿。云淡风轻，仍不失飞鸿之志。头条奥运倒计时82天，今日开屏明星俞飞鸿工作室 ，“飞鸿之志，人皆有之。”来今日头条，了解更多关于俞飞鸿的独家资讯。,0
 主持时，她热辣活泼，工作中，她勤奋努力，她是柳岩。她用努力证明了性感的不仅可以是身材，还可以是灵魂。头条奥运倒计时77天，今日开屏明星柳岩 ， “不言弃，才是真性感。”来今日头条，了解更多关于柳岩的独家资讯。,0
 作为歌手，他用努力证明了自己的天分，他是关智斌。作为演员，他敬业勤奋。头条奥运倒计时64天，今日开屏明星關智斌 ， “上场，输赢已是次要！”来今日头条，了解更多关于关智斌的独家资讯。,0
 作为实力唱将，她的声音成熟而有磁性，她是容祖儿。面对质疑，她一笑置之，从容应对。头条奥运倒计时53天，今日开屏明星容祖儿 ， “容得下挫折，才能赢得从容。”来今日头条，了解更多关于容祖儿的独家资讯。,0
 作为一个演员，除了演技好，她率直、独立、亲和、热心公益，她是李冰冰，她演绎的角色身上拥有成熟的个人风格，蕴涵着令人陶醉的魅力。今日奥运开幕，头条开屏明星 李冰冰 ，“拼出每一天！”来今日头条，了解更多关于李冰冰的独家资讯。,0
#巴基斯坦失联客机坠毁# 机上48人无人生还[蜡烛] 坠机现场惨烈 ，据外媒，巴基斯坦国际航空公司发言人吉拉尼证实，机上全部48人无一人生还，其中包括一名中国公民。巴军方至少已寻回40具遗体，黑匣子据报已找到。据悉，该航空公司曾因安全纪录不佳而受批评，该公司上次发生坠机是在2006年，死亡44人。,0
#巴基斯坦一飞机失联# 官方证实：失联航班已坠毁 ，巴基斯坦民航局证实，当天下午，PK-661次航班在从奇特拉尔飞往首都伊斯兰堡途中坠毁，机上约有40名乘客。据报道，PK-661次航班于当地时间7日15:30从奇特拉尔起飞，原计划于16:40抵达伊斯兰堡机场，型号为ATR-42。巴基斯坦军方已派遣直升机紧急前往失?全文,0
#百人百天#  为体育健儿加油 ，他是《闯关东》里的朱传武，他是《红高粱》里的余占鳌，走下荧屏，褪去光鲜的外在，他是好丈夫好爸爸朱亚文。头条奥运倒计时93天，今日开屏明星朱亚文 ，“就现在，马力全开。”,0
#冰河追凶4.15上映# 今天在冰河里追凶，看今日头条 嗷~嗷~#今天，就看今日头条#,0
#超级月亮来了!# 今夜，北京，皓月银光照角楼[色] ，今夜，北京故宫，超级月亮挂上角楼。戳视频↓↓我说今晚月光那么美，你说是的[心]央视新闻的秒拍视频 (央视) 晚安,0
#赤峰煤矿爆炸事故# 内蒙古赤峰煤矿特大瓦斯爆炸事故相关负责人已被停职 ，赤峰市“12·3”特别重大瓦斯爆炸事故相关负责人已被停职，事故煤矿数名负责人也已被警方控制。此外，事故赔偿工作已经启动，为部分受伤矿工承保的大地保险公司已于3日为受伤矿工支付了100万元的预付赔款。内蒙古赤峰煤矿特大瓦斯爆炸事故相关负责人已被停职,0
#大国腾飞·国企力量#  厉害了！陆战明星VT5坦克首次亮相 ，本届珠海航展中，中国兵器工业集团推出八大类百余种高科技武器产品，其中VT5型轻型坦克等一系列高科技产品首次亮相。多种展陈方式令人目不暇接，身为兵器迷的你对什么最感兴趣？快来和中新网记者一起走走看看！戳直播↓ 微博直播,0
"#大国腾飞·国企力量# 超燃！首次地面装备动态演示来了！[哆啦A梦吃惊] ，11月2日，珠海航展，中国兵器工业集团公司向大家展示我国最高水平的陆军地面武器装备：""陆战之王""VT4型、VT2改进型(96B)主战坦克、VN12履带式步兵战车登场""秀肌肉""！快来感受超燃现场→中国新闻网的秒拍视频 厉害了我的国！[威武]",0
"#大国腾飞·国企力量# 想当飞行员？快来这体验！ ，360度全向转，除了没有过载，完全模拟飞机在飞行中各种姿态！在珠海航展，小新就发现这么一台炫酷模拟器，由中航工业蓝天自主科技研发的""三轴全向飞行模拟器""，坐上去，带你上天带你飞！而且""体验画面超真实，都忘记晕了！""[偷笑]中国新闻网的秒拍视频",0
  周秀云死因查明 系钝性暴力致死 ，近日，同济法医学司法鉴定中心出具鉴定书，对“12·13”案件死者尸检认定：死者周秀云系“因钝性暴力致闭合性颈部损伤，而死于急性呼吸循环功能衰竭。”据此，太原市小店区人民检察院对涉案民警王文军以涉嫌故意伤害罪(致死)继续侦查。太原讨薪身亡农妇周秀云死因查明,0
  [话筒]与你有关！年底前还会有这四件大事发生 ，①同一银行异地转账将不收手续费；②ATM机转账24小时内可撤销；③火车票预售期将暂调为30天；④年底前电话实名率需达100%。更多情况戳↓↓（记者 李金磊） 年底前还有这四件大事会发生 将影响你生活,0
"  “大选日”来了！ 1亿多美国人如何投票选总统？ ，8日是美国大选投票日，特朗普和希拉里迎来终极大考，近1亿美国选民将在这一天投下神圣的一票。不过，美国实行""选举人团""的间接选举制度，1亿多美国选民并不能直接选出总统。美国总统是如何选出来？ “大选日”来了，看1亿多美国人如何投票选总统？",0
  12月新规抢鲜看：ATM转账24小时内能撤回了！[话筒] ，①本人跨行和向他人ATM机转账，24小时后才能到账，如对转账存疑，可在24小时内撤销；②年底前，各银行必须实现同行异地取款、转账免费；③实名制+黑名单狠治低俗网络直播…更多新规↓扩散周知！ 12月新规抢鲜看：ATM转账24小时内能撤回了！,0
  15省份发布企业工资指导线 看看最低可涨多少 ，目前已公布的15个省份中北京、上海、山西、甘肃等地的下线为4%；河北、陕西、天津、四川、云南、新疆、山东等地的下线为3%；而此前宁夏通知：经济效益下降的企业职工工资零增长。看看自己能涨多少↓ 15省份发布2016年企业工资指导线 最低可涨多少？,0
  8省环保督察反馈：河南问责超千人 江苏罚单近亿元[吃惊] ，23日，今年首批环保督察反馈出炉。8省超3400人被问责，其中河南1231人，人数最多。另外，多地因雾霾治理不当被批评。江西、宁夏等地因环保不作为、慢作为被点名。都有哪些省份被问责？戳↓ 8省份环保督察反馈全出炉 “环保欠账”哪家多？,0
  春运火车票明天开卖！[围观] ，春运首日火车票网络、电话渠道12月15日开售，预测认为，最难抢的回家车票将出现在2017年1月25日(腊月廿八)，其次是1月21日(腊月廿四)。所以，最激烈的抢票日期将出现在2016年12月23日和27日。(记者 马学玲)说说你现在在哪？春节回哪？评论里找同路老乡！[嘻嘻],0
  多部委出招！强调“双11”不得先涨价再打折[给力] ，“先涨价后打折”是不少商家惯用伎俩。近日国家发改委、工商总局等多部委相继出招，要求经营者不得先涨价再打折，借机以次充好，以假充真，合力严惩“刷单炒信”等不法行为。你准备好买买买了吗？ 多部委出招规范“双11” 强调不得先涨价再打折,0
"  社保缴费基数将调整 低收入者到手工资有望增加  ，国务院近期印发意见提出，将城镇私营单位在岗职工平均工资纳入缴费基数统计口径范围，避免对低收入群体的制度性挤出。专家认为,扩大统计口径后,社保缴费基数将有所降低，低收入者到手工资有望增加。 社保缴费基数将调整 低收入者到手工资有望增加",0
  余旭父母赶到天津：执意睡在女儿床上 一夜未眠[泪] ，12日晚上，余旭父母赶到天津，执意住在女儿生前睡的床上，他们想闻着女儿的味道，感觉女儿的存在。另据当地参与现场救援的武装部负责人，失事飞机引擎和黑匣子已经找到，失事原因还在调查中。 余旭父母赶到天津：执意睡在女儿床上 一夜未眠,0
  余旭逃生失败细节：弹射时撞到僚机副翼 ，12日，中国第一位歼-10战机女飞行员余旭飞行训练时发生事故牺牲。她和队友驾驶表演飞机在训练时，战机因事故坠落。前舱飞行员跳伞成功，后舱女飞行员余旭跳伞时，弹射时撞到僚机副翼，导致跳伞失败。 余旭跳伞逃生失败细节：弹射时撞到僚机副翼,0
  与你息息相关！医改新举措破解看病难看病贵 ，近日，中办、国办转发了推广深化医改经验的若干意见，《意见》提出，将加快分级诊疗制度建设缓解看病难、看病贵等问题，同时提出建立符合行业特点的人事薪酬制度，调动医务人员积极性……更多↓ 破解看病难看病贵：医改新举措与你息息相关,0
"  中国爆发极端大范围重污染天气 ""元凶""到底是啥？ ，中国东北、华北和华东地区近日相继爆发重污染天气，影响范围波及6省区30多个城市，跨越1600多公里。环保部6日称，此次空气污染程度之重、影响范围之广为历年少有。什么因素导致此轮大范围重污染？ 中国爆发极端大范围重污染天气 三大因素为“元凶”",0
  中央公布70年宅地续期办法[话筒]专家：不必担心被收回 ，11月27日，中共中央、国务院发布《意见》提出：研究住宅建设用地等土地使用权到期后续期法律安排、细化规范征收征用法定权限和程序、赋予农民更多财产权利等。《意见》释放了哪些新信号？戳↓ 土地使用权到期后，房子还是你的吗？,0
  中央环保督察组晒4省份问题：超2500人被问责 ，近期，今年首批中央环保督察开始进行情况反馈。目前，内蒙古、黑龙江、江苏、河南等四省份的环保问题已被晒出。四地有超过2500人被问责；哈尔滨、郑州等城市因大气污染等问题被督察组点名…详↓ 中央环保督察组晒4省份问题：超2500人被问责,0
  珠海航展正式开幕！这10大炫酷镜头不容错过[围观] ，从新一代国产隐身战斗机——“黑丝带”歼-20首秀，到近距离接触我国自主研发的大型运输机“胖妞”运－20……这次航展还有哪些“大杀器”值得期待？戳↓小新带你 #直击2016珠海航展#，先睹为快！ 珠海航展正式开幕！这10大炫酷镜头不容错过,0
#凡客在路上# 刷刷新闻，我看到了什么[思考][思考]今日头条,0
#菲德尔·卡斯特罗去世# 古巴革命领袖菲德尔·卡斯特罗去世↓↓回顾其一生 ，菲德尔·卡斯特罗1950年毕业于哈瓦那大学，1961年指挥古巴军民取得了著名的吉隆滩之战胜利。在1981年、1986年、1993年、1998年2月和2003年3月的选举中获胜，连任国务委员会主席↓↓回顾他传奇的一生！,0
#菲德尔·卡斯特罗去世# 卡斯特罗的传奇人生与中国情结 ，作为古巴革命的领导人、强硬对抗美国制裁的国家领袖，卡斯特罗的古巴传奇形象总带着“硬汉”色彩。然而在“硬汉”之外，他爱穿橄榄绿工作装，喜欢抽雪茄，爱吃中国菜，也有过多段浪漫爱情↓戳文了解 卡斯特罗的传奇人生与中国情结,0
#菲德尔·卡斯特罗去世# 习近平就古巴革命领袖菲德尔·卡斯特罗逝世致唁电 ，习近平强调，菲德尔·卡斯特罗同志生前致力于中古友好。建交56年来，中古关系长足发展，这与他的关怀和心血密不可分。他的逝世使中国人民失去了一位亲密的同志和真诚的朋友。中国新闻网的秒拍视频,0
#感谢体# 感谢4.8亿用户每天的刷新[心] 中兴通讯智能终端,0
